Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
00:00.0,4.4899,0.1338,8.6135,7.8851
30:00.0,4.4895,0.1374,8.6133,7.8044
00:00.0,4.4895,0.1359,8.6036,7.8308
30:00.0,4.4895,0.1485,8.599,7.7505
00:00.0,4.4891,0.1434,8.585,7.7793
30:00.0,4.4903,0.1474,8.5894,7.7222
00:00.0,4.4899,0.1279,8.5855,7.6958
30:00.0,4.4895,0.1446,8.594,7.8024
00:00.0,4.3549,0.1422,8.6045,7.8316
30:00.0,4.3556,0.1483,8.5954,7.8296
00:00.0,4.3556,0.1303,8.5811,7.699
30:00.0,4.3552,0.133,8.572,7.7242
00:00.0,4.1405,0.1482,8.5528,7.7521
30:00.0,4.1413,0.1391,8.5528,7.7525
00:00.0,4.1413,0.1454,8.5531,7.6447
30:00.0,4.1413,0.1325,8.549,7.6978
00:00.0,4.243,0.1314,8.549,7.6966
30:00.0,4.2438,0.1313,8.5292,7.7833
00:00.0,4.2438,0.1269,8.5248,7.7266
30:00.0,4.2438,0.1404,8.5154,7.6726
00:00.0,4.2434,0.1291,8.5066,7.6467
30:00.0,4.243,0.1407,8.4965,7.6243
00:00.0,4.2441,0.1377,8.4912,7.5432
30:00.0,4.2426,0.1361,8.4825,7.5963
00:00.0,4.2987,0.1469,8.4775,7.4897
30:00.0,4.2983,0.1333,8.4723,7.4941
00:00.0,4.2979,0.1267,8.4673,7.4389
30:00.0,4.2968,0.1468,8.4577,7.52
00:00.0,4.2975,0.1438,8.447,7.4381
30:00.0,4.2968,0.1379,8.4519,7.3838
00:00.0,4.2968,0.1466,8.4577,7.3031
30:00.0,4.2983,0.148,8.4476,7.2772
00:00.0,4.3698,0.1255,8.4478,7.3323
30:00.0,4.3686,0.1251,8.4616,7.2764
00:00.0,4.369,0.1343,8.4563,7.224
30:00.0,4.3702,0.1426,8.4421,7.3007
00:00.0,4.1558,0.1278,8.4319,7.383
30:00.0,4.1554,0.1295,8.4267,7.3043
00:00.0,4.1558,0.1449,8.4264,7.2216
30:00.0,4.1558,0.1294,8.4225,7.1681
00:00.0,3.9976,0.1347,8.4368,7.1146
30:00.0,3.9976,0.1456,8.417,7.1182
00:00.0,3.9976,0.1352,8.4214,7.1142
30:00.0,3.9972,0.1328,8.4072,7.0091
00:00.0,3.998,0.1254,8.4019,6.9824
30:00.0,3.9968,0.1469,8.3931,7.0363
00:00.0,3.9976,0.1361,8.3926,6.8745
30:00.0,3.998,0.1257,8.3882,6.8462
00:00.0,3.8001,0.1416,8.3783,6.9029
30:00.0,3.8001,0.1264,8.3734,6.8206
00:00.0,3.7994,0.1261,8.3734,6.8182
30:00.0,3.8001,0.1481,8.3827,6.7111
00:00.0,3.8005,0.1477,8.3929,6.7135
30:00.0,3.7997,0.1272,8.3923,6.9001
00:00.0,3.8001,0.1331,8.392,6.9828
30:00.0,3.7994,0.1475,8.3926,7.0623
00:00.0,3.7915,0.1357,8.3929,6.9292
30:00.0,3.7923,0.1395,8.4025,7.0107
00:00.0,3.7919,0.1252,8.4173,7.0091
30:00.0,3.7915,0.1252,8.4209,7.0339
00:00.0,3.9105,0.1248,8.4072,7.1953
30:00.0,3.9101,0.1478,8.0843,7.1406
00:00.0,3.9101,0.1307,8.3071,7.0323
30:00.0,3.9112,0.1246,8.3923,9.1989
00:00.0,4.0216,0.1437,8.4368,9.2249
30:00.0,4.0219,0.1308,8.4476,9.3859
00:00.0,4.0212,0.1418,8.4572,9.3324
30:00.0,4.0212,0.1303,8.4671,9.4949
00:00.0,4.0219,0.127,8.4679,9.3895
30:00.0,4.0208,0.1472,8.458,9.5269
00:00.0,4.0219,0.1344,8.4525,9.3407
30:00.0,4.0212,0.1364,8.4476,9.3383
00:00.0,4.1472,0.1471,8.4286,9.3911
30:00.0,4.148,0.1276,8.4231,9.2836
00:00.0,4.1487,0.1398,8.419,9.1522
30:00.0,4.1476,0.1268,8.4236,9.2553
00:00.0,4.1484,0.1254,8.4127,9.1226
30:00.0,4.1476,0.1314,8.4036,9.0963
00:00.0,4.148,0.1463,8.394,9.042
30:00.0,4.148,0.1246,8.3885,9.0679
00:00.0,4.1071,0.1346,8.3841,9.0156
30:00.0,4.1083,0.1354,8.3835,8.9609
00:00.0,4.1087,0.147,8.3791,8.9085
30:00.0,4.1071,0.1459,8.3692,8.9085
00:00.0,3.8241,0.1417,8.369,8.9888
30:00.0,3.8241,0.1281,8.3745,8.8302
00:00.0,3.8237,0.1485,8.3835,8.8027
30:00.0,3.8237,0.1257,8.4025,8.8031
00:00.0,3.8001,0.1462,8.4316,8.7484
30:00.0,3.799,0.1374,8.4506,8.8286
00:00.0,3.8009,0.1425,8.4511,8.8554
30:00.0,3.8001,0.1474,8.4715,8.9876
00:00.0,3.8013,0.1267,8.4759,9.0416
30:00.0,3.8017,0.1376,8.4662,9.0699
00:00.0,3.8005,0.1368,8.4511,9.0671
30:00.0,3.8017,0.1478,8.4366,9.0659
00:00.0,3.9513,0.143,8.4322,8.9317
30:00.0,3.9509,0.1254,8.4316,8.9337
00:00.0,3.9509,0.1443,8.4366,8.7983
30:00.0,3.9521,0.1473,8.4371,8.7971
00:00.0,3.9525,0.1248,8.4415,8.8542
30:00.0,3.9513,0.1247,8.4555,8.8518
00:00.0,3.9505,0.1415,8.4558,8.7719
30:00.0,3.9501,0.1256,8.4511,8.8494
00:00.0,3.967,0.1305,8.4508,8.7955
30:00.0,3.9666,0.1267,8.4462,8.8758
00:00.0,3.9662,0.1355,8.4508,8.8774
30:00.0,3.9662,0.1482,8.4607,8.9017
00:00.0,3.9501,0.1449,8.466,8.8242
30:00.0,3.9509,0.1283,8.4654,8.8738
00:00.0,3.9509,0.129,8.4706,8.8207
30:00.0,3.9509,0.1467,8.4844,8.9537
00:00.0,4.0694,0.1253,8.4995,8.8718
30:00.0,4.071,0.1265,8.5135,8.8722
00:00.0,4.0702,0.1448,8.5231,8.9776
30:00.0,4.0694,0.1326,8.5278,9.0332
00:00.0,4.0698,0.134,8.5278,9.0328
30:00.0,4.0698,0.1244,8.5281,9.0879
00:00.0,4.0687,0.1248,8.5239,9.0072
30:00.0,4.0691,0.1313,8.5283,9.1139
00:00.0,4.4416,0.1484,8.5382,9.0112
30:00.0,4.4412,0.1254,8.5531,9.0903
00:00.0,4.4412,0.1296,8.5525,9.0931
30:00.0,4.4408,0.1418,8.5531,9.173
00:00.0,4.4404,0.1355,8.5479,9.0919
30:00.0,4.4412,0.1338,8.5484,9.173
00:00.0,4.4416,0.1307,8.5534,9.0388
30:00.0,4.4412,0.1353,8.5528,9.0655
00:00.0,4.5288,0.125,8.5572,9.1714
30:00.0,4.5284,0.1417,8.5668,9.117
00:00.0,4.5292,0.1255,8.5657,9.0903
30:00.0,4.5284,0.1318,8.5663,9.2217
00:00.0,4.3223,0.1479,8.5616,9.2461
30:00.0,4.3223,0.1361,8.5665,9.2477
00:00.0,4.3231,0.1453,8.5619,9.1139
30:00.0,4.3231,0.1427,8.5564,9.1945
00:00.0,4.1805,0.1331,8.5709,9.141
30:00.0,4.1817,0.1288,8.5707,9.1945
00:00.0,4.1813,0.1286,8.5619,9.1119
30:00.0,4.1821,0.1435,8.5525,9.0332
00:00.0,4.1813,0.138,8.533,8.9812
30:00.0,4.1817,0.1277,8.5176,8.9792
00:00.0,4.1829,0.1391,8.5042,8.8462
30:00.0,4.1833,0.1322,8.4899,8.7659
00:00.0,3.9846,0.1468,8.4844,8.5798
30:00.0,3.985,0.1345,8.4794,8.5247
00:00.0,3.9846,0.1458,8.4794,8.5498
30:00.0,3.9846,0.1369,8.4745,8.4715
00:00.0,3.985,0.1462,8.4701,8.4959
30:00.0,3.9846,0.1389,8.4649,8.4695
00:00.0,3.985,0.1251,8.4646,8.4691
30:00.0,3.985,0.1249,8.4651,8.4715
00:00.0,4.0479,0.1361,8.4654,8.39
30:00.0,4.0479,0.1481,8.4646,8.416
00:00.0,4.0471,0.141,8.4651,8.3365
30:00.0,4.0467,0.1262,8.4709,8.3892
00:00.0,4.3077,0.1406,8.4701,8.4172
30:00.0,4.3081,0.1396,8.4651,8.4959
00:00.0,4.3077,0.1385,8.4563,8.4683
30:00.0,4.3077,0.1356,8.4456,8.5227
00:00.0,4.5767,0.1247,8.4261,8.4184
30:00.0,4.5763,0.1367,8.4264,8.3385
00:00.0,4.5775,0.1479,8.417,8.1256
30:00.0,4.5771,0.1281,8.403,8.259
00:00.0,4.5771,0.1435,8.3978,8.0749
30:00.0,4.5771,0.1455,8.389,8.1556
00:00.0,4.5775,0.1388,8.3832,7.9702
30:00.0,4.5771,0.1466,8.383,8.0205
00:00.0,4.4259,0.142,8.3879,8.0209
30:00.0,4.4259,0.1426,8.378,8.0209
00:00.0,4.4251,0.1244,8.3643,7.8899
30:00.0,4.4243,0.146,8.369,8.0229
00:00.0,4.424,0.1246,8.3643,7.9962
30:00.0,4.4243,0.1246,8.3547,7.997
00:00.0,4.4251,0.1483,8.3225,7.9714
30:00.0,4.4267,0.1306,8.3365,8.1855
00:00.0,4.2438,0.1379,8.3503,7.9954
30:00.0,4.2441,0.1365,8.3591,7.9455
00:00.0,4.2434,0.1288,8.3591,7.8887
30:00.0,4.2434,0.1265,8.3635,7.9419
00:00.0,4.0062,0.1467,8.3728,7.8352
30:00.0,4.0066,0.1456,8.3967,7.9155
00:00.0,4.007,0.1337,8.392,7.9423
30:00.0,4.007,0.138,8.3819,8.1008
00:00.0,3.9587,0.125,8.3676,8.0457
30:00.0,3.9587,0.1329,8.3538,7.991
00:00.0,3.9599,0.1345,8.3404,7.8847
30:00.0,3.9595,0.1381,8.3409,7.6207
00:00.0,3.9599,0.1275,8.3349,7.5951
30:00.0,3.9607,0.1377,8.336,7.5951
00:00.0,3.9603,0.1289,8.3357,7.5919
30:00.0,3.9599,0.125,8.3258,7.5392
00:00.0,4.0082,0.1414,8.3401,7.5108
30:00.0,4.0078,0.126,8.3445,7.5112
00:00.0,4.0078,0.146,8.3536,7.5652
30:00.0,4.0078,0.1394,8.3536,7.6415
00:00.0,4.0074,0.1448,8.3536,7.7777
30:00.0,4.0074,0.1466,8.3538,7.9638
00:00.0,4.0074,0.1464,8.3393,7.9355
30:00.0,4.0074,0.1381,8.3401,8.098
00:00.0,4.0074,0.1483,8.339,7.828
30:00.0,4.007,0.1291,8.22,7.8048
00:00.0,4.0062,0.1276,8.2777,7.6962
30:00.0,4.0062,0.1371,8.3676,7.9898
00:00.0,4.4887,0.1379,8.2684,7.8827
30:00.0,4.4891,0.1394,8.2882,7.9902
00:00.0,4.4891,0.1251,8.3316,8.096
30:00.0,4.4887,0.1426,8.2076,8.1803
00:00.0,4.5052,0.1372,7.6141,8.3665
30:00.0,4.5048,0.1393,7.6539,8.4224
00:00.0,4.5052,0.1478,7.8034,8.744
30:00.0,4.5056,0.1313,7.7363,8.6141
00:00.0,4.5056,0.1336,7.6536,8.5606
30:00.0,4.5052,0.1476,7.6253,8.6425
00:00.0,4.5052,0.1258,7.6097,8.6681
30:00.0,4.5048,0.1406,7.6097,8.5594
00:00.0,4.5594,0.1313,7.7122,8.6157
30:00.0,4.5598,0.1411,7.7897,8.4548
00:00.0,4.5598,0.1246,7.7847,8.5614
30:00.0,4.559,0.148,7.8529,8.4552
00:00.0,4.559,0.125,7.7215,8.3481
30:00.0,4.5586,0.1263,7.8235,8.3761
00:00.0,4.559,0.1449,7.6099,8.4276
30:00.0,4.5594,0.1351,7.6347,8.3769
00:00.0,4.4495,0.1338,7.649,8.4284
30:00.0,4.4487,0.1411,7.6927,8.5091
00:00.0,4.4499,0.1424,7.6578,8.4292
30:00.0,4.4491,0.1246,7.5995,8.4556
00:00.0,4.2905,0.1481,7.5753,8.3741
30:00.0,4.2909,0.1468,7.6187,8.4256
00:00.0,4.2905,0.1252,7.6088,8.1851
30:00.0,4.2901,0.1461,7.5327,8.2123
00:00.0,4.274,0.1254,7.5904,8.1851
30:00.0,4.2748,0.1365,7.6097,8.158
00:00.0,4.2752,0.148,7.5759,8.0489
30:00.0,4.2744,0.1479,7.624,8.0213
00:00.0,4.2748,0.125,7.6138,7.8899
30:00.0,4.2748,0.1485,7.6336,7.5432
00:00.0,4.2752,0.1353,7.5322,7.4074
30:00.0,4.2752,0.1252,7.5374,7.274
00:00.0,4.093,0.1351,7.4794,7.141
30:00.0,4.093,0.1481,7.5987,7.3255
00:00.0,4.0926,0.1463,7.8122,6.9552
30:00.0,4.093,0.1247,7.865,6.6325
00:00.0,4.0934,0.1449,7.9092,6.5761
30:00.0,4.0938,0.147,7.9386,6.5218
00:00.0,4.093,0.1246,7.9337,6.7123
30:00.0,4.093,0.1276,7.7875,6.6576
00:00.0,4.0691,0.1313,7.8988,6.8458
30:00.0,4.0694,0.132,7.9438,6.9784
00:00.0,4.0694,0.1346,7.8413,7.1102
30:00.0,4.0691,0.1479,7.7061,7.1418
00:00.0,4.1798,0.1271,7.7402,7.4585
30:00.0,4.1786,0.125,7.8847,7.6986
00:00.0,4.179,0.1481,7.8369,7.8336
30:00.0,4.1805,0.1479,8.1271,8.0202
00:00.0,4.5669,0.1433,8.1271,8.0477
30:00.0,4.568,0.1475,7.9447,7.995
00:00.0,4.568,0.148,8.0186,7.9962
30:00.0,4.568,0.1383,8.023,8.1028
00:00.0,4.568,0.1469,8.0084,8.0249
30:00.0,4.5669,0.1315,8.0084,8.0801
00:00.0,4.5672,0.1409,7.8724,8.0517
30:00.0,4.5676,0.1272,7.9991,8.0789
00:00.0,4.3077,0.1267,7.9941,7.947
30:00.0,4.305,0.1282,7.9988,7.9223
00:00.0,4.3074,0.1473,7.9941,7.8148
30:00.0,4.3062,0.1347,7.9644,7.8168
00:00.0,4.3022,0.1474,7.9694,7.846
30:00.0,4.3046,0.1371,8.0282,7.7901
00:00.0,4.3054,0.1483,7.9741,7.7621
30:00.0,4.3054,0.131,7.9254,7.7913
00:00.0,4.2493,0.1335,7.8427,7.7901
30:00.0,4.2822,0.1423,7.4404,7.9223
00:00.0,4.283,0.1452,8.023,7.7893
30:00.0,4.2818,0.1447,8.0746,7.7066
00:00.0,4.2269,0.1473,7.7844,7.5212
30:00.0,4.2257,0.1319,7.5278,7.5724
00:00.0,4.2265,0.1398,7.3733,7.7581
30:00.0,4.2277,0.1426,7.3835,7.6519
00:00.0,4.0683,0.1312,7.4503,7.7881
30:00.0,4.0687,0.1261,7.4354,7.6527
00:00.0,4.0671,0.1439,7.3972,7.705
30:00.0,4.0675,0.128,7.4115,7.5967
00:00.0,4.0694,0.1251,7.4407,7.6778
30:00.0,4.0691,0.1481,7.5176,7.7593
00:00.0,4.0683,0.1323,7.5225,7.6786
30:00.0,4.0691,0.1468,7.5176,7.7034
00:00.0,4.1075,0.1401,7.5569,7.6507
30:00.0,4.1079,0.1459,7.5171,7.6247
00:00.0,4.1083,0.1463,7.5322,7.5168
30:00.0,4.1079,0.1485,7.6088,7.3834
00:00.0,4.1083,0.1436,7.4838,7.3814
30:00.0,4.1087,0.1246,7.4981,7.4637
00:00.0,4.1083,0.1264,7.5173,7.4082
30:00.0,4.1075,0.1347,7.5124,7.4086
00:00.0,4.0133,0.1266,7.5322,7.6215
30:00.0,4.0129,0.1289,7.4984,7.4609
00:00.0,4.0125,0.1268,7.6484,7.544
30:00.0,4.0129,0.1456,8.2692,7.4342
00:00.0,4.3454,0.1468,8.1656,7.2744
30:00.0,4.3454,0.1334,7.1909,7.4346
00:00.0,4.3458,0.1383,7.8564,7.3287
30:00.0,4.3454,0.1392,7.8273,7.5947
00:00.0,4.5115,0.126,7.5039,7.86
30:00.0,4.5115,0.1454,7.6344,7.701
00:00.0,4.5111,0.1248,8.1656,8.5618
30:00.0,4.5123,0.1452,8.1565,8.0245
00:00.0,4.5123,0.1481,8.1367,8.1855
30:00.0,4.5119,0.1405,8.1315,8.2414
00:00.0,4.5127,0.144,8.1271,8.0517
30:00.0,4.5115,0.1257,8.1216,8.1572
00:00.0,4.3922,0.1281,8.1084,8.0265
30:00.0,4.3925,0.1329,8.104,7.9179
00:00.0,4.3918,0.1254,8.1082,7.8943
30:00.0,4.3925,0.1273,8.104,7.679
00:00.0,4.3929,0.1474,8.0985,7.7333
30:00.0,4.3925,0.1476,8.09,7.6806
00:00.0,4.3941,0.1303,8.1038,7.5204
30:00.0,4.3933,0.1479,8.1172,7.2776
00:00.0,4.1397,0.135,8.1307,7.7058
30:00.0,4.1397,0.1263,8.1307,7.7597
00:00.0,4.1393,0.1441,8.1268,7.8392
30:00.0,4.1401,0.125,8.117,7.8396
00:00.0,4.1001,0.1397,8.1024,7.8664
30:00.0,4.1009,0.1388,8.0972,7.7289
00:00.0,4.1005,0.1479,8.0889,7.6503
30:00.0,4.1001,0.1479,8.0738,7.544
00:00.0,4.053,0.1264,8.0642,7.3822
30:00.0,4.0526,0.1264,8.0548,7.3019
00:00.0,4.053,0.1251,8.0455,7.3291
30:00.0,4.0534,0.1442,8.0312,7.2484
00:00.0,4.0537,0.1372,8.0219,7.0902
30:00.0,4.0534,0.1367,8.0175,7.0099
00:00.0,4.053,0.1248,8.007,6.9304
30:00.0,4.0534,0.1482,8.0018,6.8446
00:00.0,4.1876,0.1478,7.9727,6.7119
30:00.0,4.188,0.1337,7.9581,6.7639
00:00.0,4.1872,0.1322,7.9631,6.7647
30:00.0,4.188,0.1466,7.9771,6.7103
00:00.0,4.188,0.1256,7.9534,6.686
30:00.0,4.188,0.1336,7.9139,6.497
00:00.0,4.1884,0.1425,7.9185,6.4163
30:00.0,4.188,0.1425,7.9337,6.3596
00:00.0,4.1562,0.1465,7.9191,6.2262
30:00.0,4.1554,0.1269,7.8749,6.201
00:00.0,4.155,0.1456,7.8419,5.9849
30:00.0,4.1554,0.1284,7.871,5.9011
00:00.0,4.4251,0.1385,7.9043,5.9302
30:00.0,4.4243,0.1287,7.9089,5.8483
00:00.0,4.4259,0.1252,7.8999,5.8743
30:00.0,4.4247,0.1436,7.896,6.1727
00:00.0,4.4569,0.1472,7.8957,6.2813
30:00.0,4.4565,0.1255,7.9647,6.3616
00:00.0,4.4561,0.1425,7.9543,6.2566
30:00.0,4.4569,0.148,7.9595,6.8741
00:00.0,4.4569,0.1296,7.9595,6.7679
30:00.0,4.4561,0.1449,7.9507,6.7962
00:00.0,4.4561,0.1461,7.9504,6.8765
30:00.0,4.4565,0.1246,7.9551,6.849
00:00.0,4.4086,0.1403,7.9548,6.6644
30:00.0,4.4086,0.1247,7.9356,6.7435
00:00.0,4.4082,0.145,7.9309,6.8242
30:00.0,4.4082,0.1464,7.921,6.6121
00:00.0,4.4071,0.1246,7.9163,6.4799
30:00.0,4.4075,0.1475,7.9012,6.5346
00:00.0,4.4102,0.02,7.882,6.4811
30:00.0,4.4086,0.02,7.882,6.3428
00:00.0,4.2465,0.02,7.8861,6.1275
30:00.0,4.23,0.02,7.9441,6.0756
00:00.0,4.2434,0.02,7.9543,7.8959
30:00.0,4.2406,0.02,7.9444,8.0557
00:00.0,4.1393,0.0224,7.9345,8.1875
30:00.0,4.1405,0.0219,7.9205,8.0537
00:00.0,4.1381,0.02,7.9202,7.7881
30:00.0,4.1393,0.0216,7.9199,7.8664
00:00.0,4.2029,0.02,7.9106,7.8676
30:00.0,4.2041,0.02,7.896,7.838
00:00.0,4.2029,0.02,7.8718,7.7593
30:00.0,4.2029,0.0228,7.8419,7.7054
00:00.0,4.2037,0.02,7.838,7.6263
30:00.0,4.2029,0.0216,7.8479,7.5456
00:00.0,4.2041,0.02,7.8952,7.3838
30:00.0,4.2033,0.02,7.8905,7.3315
00:00.0,4.1405,0.02,7.9251,7.3019
30:00.0,4.1401,0.02,7.9493,7.5983
00:00.0,4.1401,0.02,7.9584,7.866
30:00.0,4.1401,0.02,7.9488,8.1312
00:00.0,4.1401,0.02,7.9779,8.2798
30:00.0,4.1413,0.02,7.9977,8.2387
00:00.0,4.1401,0.02,8.0221,8.4544
30:00.0,4.1405,0.02,8.0406,8.6413
00:00.0,4.179,0.02,8.0406,8.8546
30:00.0,4.1798,0.02,8.0406,8.9333
00:00.0,4.1794,0.0211,8.0505,8.8538
30:00.0,4.179,0.0224,8.0983,8.8542
00:00.0,4.7733,0.02,8.1271,8.9872
30:00.0,4.773,0.02,8.1604,9.3607
00:00.0,4.7714,0.02,8.2126,9.7893
30:00.0,4.773,0.02,8.2272,8.7504
00:00.0,4.6713,0.02,8.2277,9.1498
30:00.0,4.6689,0.02,8.2186,9.2049
00:00.0,4.6701,0.02,8.2134,9.2053
30:00.0,4.6721,0.0224,8.2233,9.1538
00:00.0,4.6701,0.02,8.2239,9.0735
30:00.0,4.6705,0.02,8.2283,9.1798
00:00.0,4.6705,0.02,8.2192,9.1822
30:00.0,4.6705,0.02,8.2041,9.1286
00:00.0,4.4228,0.02,8.2093,9.2601
30:00.0,4.4236,0.02,8.2137,9.0188
00:00.0,4.424,0.02,8.2239,9.0475
30:00.0,4.424,0.02,8.2283,9.1294
00:00.0,4.4228,0.02,8.2387,9.2109
30:00.0,4.4228,0.02,8.2574,9.1846
00:00.0,4.4247,0.02,8.2475,9.2636
30:00.0,4.4137,0.0233,8.2577,9.3979
00:00.0,4.6301,0.0225,8.2667,9.4238
30:00.0,4.6289,0.02,8.2758,9.3471
00:00.0,4.6297,0.0223,8.2755,9.3735
30:00.0,4.6308,0.02,8.2665,9.3971
00:00.0,4.4813,0.02,8.2563,9.2892
30:00.0,4.4809,0.02,8.2604,9.3443
00:00.0,4.4801,0.02,8.2607,9.183
30:00.0,4.4797,0.02,8.2563,9.1003
00:00.0,4.6293,0.0231,8.2615,9.153
30:00.0,4.6308,0.02,8.2612,9.0987
00:00.0,4.6195,0.02,8.242,9.1011
30:00.0,4.6308,0.0233,8.2313,9.1802
00:00.0,4.6293,0.02,8.2266,8.8874
30:00.0,4.6304,0.02,8.2076,9.0204
00:00.0,4.6301,0.0205,8.1898,8.9653
30:00.0,4.6301,0.0224,8.1752,8.9653
00:00.0,4.8672,0.02,8.1563,8.8051
30:00.0,4.8684,0.02,8.1513,8.6205
00:00.0,4.8687,0.02,8.1516,8.565
30:00.0,4.8691,0.02,8.1455,8.4843
00:00.0,4.868,0.02,8.1411,8.5123
30:00.0,4.8691,0.02,8.1411,8.458
00:00.0,4.868,0.1284,8.142,8.4016
30:00.0,4.8687,0.1501,8.1362,8.4296
00:00.0,4.868,0.1448,8.137,8.3241
30:00.0,4.8676,0.1507,8.1414,8.2966
00:00.0,4.8676,0.1401,8.1557,8.3785
30:00.0,4.8676,0.1544,8.1661,8.3781
00:00.0,5.4058,0.1494,8.1708,8.4584
30:00.0,5.4054,0.1478,8.1988,8.2962
00:00.0,5.4058,0.1237,8.2082,8.4584
30:00.0,5.4058,0.1465,8.209,8.6988
00:00.0,5.248,0.1389,8.0287,8.563
30:00.0,5.2472,0.1369,8.181,8.4843
00:00.0,5.248,0.1388,8.181,8.9405
30:00.0,5.2476,0.138,8.1766,8.8874
00:00.0,5.2472,0.1366,8.1769,8.8634
30:00.0,5.2484,0.1476,8.1719,8.7579
00:00.0,5.2476,0.1439,8.1582,8.8654
30:00.0,5.2488,0.1376,8.1477,8.7308
00:00.0,4.3635,0.1396,8.1439,8.7575
30:00.0,4.3604,0.115,8.134,8.6769
00:00.0,4.3631,0.139,8.1389,8.6269
30:00.0,4.3604,0.1177,8.1535,8.4112
00:00.0,4.3607,0.1152,8.1631,8.4116
30:00.0,4.3627,0.1161,8.1722,8.3597
00:00.0,4.3655,0.1178,8.162,8.5199
30:00.0,4.3604,0.1281,8.1626,8.4651
00:00.0,4.4247,0.1205,8.1519,8.4651
30:00.0,4.4255,0.1406,8.1618,8.3841
00:00.0,4.4255,0.1262,8.1664,8.249
30:00.0,4.4232,0.1293,8.1661,8.2734
00:00.0,4.0765,0.1167,8.167,8.4084
30:00.0,4.0761,0.1143,8.162,8.273
00:00.0,4.0769,0.1278,8.1574,8.4084
30:00.0,4.0773,0.126,8.1466,8.3014
00:00.0,4.1001,0.1182,8.1469,8.1947
30:00.0,4.1009,0.1391,8.1565,8.2175
00:00.0,4.0997,0.1216,8.1618,8.2199
30:00.0,4.1028,0.1433,8.1571,8.2183
00:00.0,4.0997,0.1302,8.1005,8.2738
30:00.0,4.0993,0.1328,8.057,8.1648
00:00.0,4.1036,0.1238,8.0235,8.0861
30:00.0,4.1001,0.1372,8.0145,8.0293
00:00.0,4.155,0.1337,8.0947,7.9482
30:00.0,4.1566,0.1355,8.0906,7.8947
00:00.0,4.1554,0.1267,8.0848,7.8684
30:00.0,4.1562,0.1437,8.0856,7.9219
00:00.0,4.1554,0.1448,8.0661,7.9518
30:00.0,4.1562,0.1398,8.0898,7.8152
00:00.0,4.1645,0.1395,8.0856,7.7905
30:00.0,4.1582,0.114,8.0796,7.7349
00:00.0,3.9442,0.1153,8.0856,7.8164
30:00.0,3.9423,0.1213,8.0518,7.7885
00:00.0,3.9423,0.1209,8.0653,7.7901
30:00.0,3.9423,0.1171,8.1046,7.7349
00:00.0,4.2178,0.117,8.1043,7.6283
30:00.0,4.219,0.1399,8.1148,7.6295
00:00.0,4.2182,0.1454,8.1093,7.7078
30:00.0,4.2178,0.1334,8.1049,7.681
00:00.0,4.5115,0.1252,8.0821,7.6838
30:00.0,4.5123,0.1369,8.0763,7.5788
00:00.0,4.5119,0.1227,8.0678,8.0058
30:00.0,4.5029,0.1229,8.0527,7.9259
00:00.0,4.5119,0.1318,8.0579,7.7421
30:00.0,4.5131,0.1153,8.0535,7.5828
00:00.0,4.5119,0.1286,8.0447,7.7689
30:00.0,4.5111,0.1218,8.0304,7.7685
00:00.0,4.1947,0.1363,8.0249,7.717
30:00.0,4.1939,0.1387,8.0199,7.3958
00:00.0,4.1947,0.1398,8.0103,7.5316
30:00.0,4.1939,0.1351,8.0065,7.3974
00:00.0,4.1931,0.1301,8.001,7.2907
30:00.0,4.1939,0.1353,8.0013,7.2384
00:00.0,4.1939,0.1452,7.9853,7.3179
30:00.0,4.1939,0.1383,7.9669,7.2935
00:00.0,4.1389,0.122,7.9611,7.1577
30:00.0,4.1397,0.139,7.932,6.9716
00:00.0,4.1381,0.1286,7.835,6.9145
30:00.0,4.1385,0.1227,7.8441,6.6716
00:00.0,4.2383,0.1324,7.8787,6.5629
30:00.0,4.2398,0.1253,7.8202,6.6704
00:00.0,4.2343,0.1272,7.9065,6.6177
30:00.0,4.2159,0.1142,7.8968,6.4555
00:00.0,4.519,0.1353,7.9408,6.5338
30:00.0,4.5197,0.1229,7.8537,6.6928
00:00.0,4.5193,0.1353,7.8152,6.5322
30:00.0,4.5193,0.1164,7.9749,7.0171
00:00.0,4.5201,0.1207,8.0243,7.576
30:00.0,4.5193,0.1277,8.0189,7.3623
00:00.0,4.5197,0.1244,8.0422,7.3894
30:00.0,4.5209,0.1374,7.9944,7.681
00:00.0,5.8,0.1227,7.9752,7.55
30:00.0,5.8,0.1376,7.9499,7.4166
00:00.0,5.8,0.1144,7.9798,7.3631
30:00.0,5.8,0.1213,7.9554,7.417
00:00.0,5.8,0.1255,7.9894,7.23
30:00.0,5.8,0.1267,7.9993,7.1769
00:00.0,5.8,0.1142,7.9845,7.2037
30:00.0,5.8,0.1277,7.9743,7.1757
00:00.0,5.8,0.1431,7.9504,7.095
30:00.0,5.8,0.1438,7.9411,7.1513
00:00.0,5.8,0.1144,7.9694,7.0695
30:00.0,5.8,0.1304,7.9796,6.9057
00:00.0,5.8,0.1305,7.9801,7.2009
30:00.0,5.8,0.1216,7.9993,7.2536
00:00.0,5.8,0.1142,7.9991,7.3886
30:00.0,5.8,0.1244,8.0189,7.4665
00:00.0,5.8,0.1278,8.0186,7.3607
30:00.0,5.8,0.1217,8.0186,7.4973
00:00.0,5.8,0.1248,7.8438,7.4138
